sample_ID	sample_type	B_cell	CD4_Tcell	CD8_Tcell	Neutrophil	Macrophage	Dendritic
TCGA-A3-A6NI	01A	0.15431637085447	0.0847961642657551	0.0757408438972383	0.0878058149909363	0.104848987361721	0.513714389275651
TCGA-A3-A6NJ	01A	0.208296865970176	0.172114833198729	0.559659061580297	0.184219860537193	0.0684180050553803	0.749832845565269
TCGA-A3-A6NL	01A	0.148772389893018	0.196378211352198	0.243183145832691	0.149893882677375	0.112874224771286	0.650517650487057
TCGA-A3-A6NN	01A	0.103914982880626	0.130661749626902	0.334680630164397	0.130953741574691	0.183356721956995	0.610201892749811
TCGA-A3-A8CQ	01A	0.113695099374186	0.248402537814808	0.0928204611584219	0.0965313903657035	0.0659604466694927	0.539115570998693
TCGA-A3-A8OU	01A	0.0931439529023873	0.186414253906424	0.0852449859359364	0.142676617062351	0.0981768780968402	0.368826887641163
TCGA-A3-A8OV	01A	0.0566207099971292	0.0659410197026124	0.0490555964889281	0.0677340940369871	0	0.318861065111072
TCGA-A3-A8OW	01A	0.0725357796531172	0.223035550234796	0.255005918435512	0.116293399569502	0.0388613954828167	0.453674934985774
TCGA-A3-A8OX	01A	0.214389441333222	0.290210119017879	0.160507981537028	0.12941815055097	0.139393006426417	0.590297232723552
TCGA-AK-3425	01A	0.160861160030418	0.0780729697069282	0.30590683683368	0.0974291977758872	0.152671528111033	0.675249119135129
TCGA-AK-3426	01A	0.0178511363432	0.206546196940223	0.946180513056784	0.230163811985603	0.18587946426319	0.757810343560553
TCGA-AK-3427	01A	0	0	0	0	0	0
TCGA-AK-3428	01A	0.0785428084928822	0.0127891614694046	0.158093121125203	0.143641232401024	0	0.452733529762245
TCGA-AK-3429	01A	0.190866532298375	0.0165834911564332	0.697990407934458	0.0910910538643026	0	0.66717366099343
TCGA-AK-3431	01A	0.0665812050362107	0.117784378914631	0.310448265518114	0.122260586974461	0.11115079593462	0.480666500288632
TCGA-AK-3433	01A	0.00466205573010068	0.01785034221608	0	0	0	0.0727723177904243
TCGA-AK-3434	01A	0.0688647863160298	0.0432880514774784	0.426020884108967	0.0861534258295454	0.0333611176073326	0.433848609905042
TCGA-AK-3436	01A	0.0187451740043958	0.0162230247971392	0.0514447350630184	0.00537884336022992	0	0.133733093084585
TCGA-AK-3440	01A	0	0	0	0	0	0.0326622449090851
TCGA-AK-3443	01A	0.056009916858999	0.0182528691251216	0	0	0	0.0728140264111232
TCGA-AK-3444	01A	0.128604269545147	0.0621644643321805	0.254102228164675	0.0699116172156277	0	0.367848626128445
TCGA-AK-3445	01A	0.117475180102017	0.172574024402169	0.157845360752203	0.117163479202276	0.119235191680258	0.509576827160436
TCGA-AK-3447	01A	0	0	0	0	0	0
TCGA-AK-3450	01A	0.0942300432234268	0.0587815442685261	0.132716154207064	0.122199402056586	0.117611863326009	0.271471687400191
TCGA-AK-3451	01A	0.0494200110802062	0	0.115921776082741	0.0357353304790078	0	0.227631221058091
TCGA-AK-3453	01A	0	0	0	0	0	0.0551403801558211
TCGA-AK-3454	01A	0.119446559395357	0.00764556897265223	0.312617326563878	0.134068461652218	0	0.353346479591911
TCGA-AK-3455	01A	0.0976200460828188	0	0.925574289410626	0.108201691774293	0	0.436722003556998
TCGA-AK-3456	01A	0.0642687943006491	0.0762137879994302	0	0.0573472891793362	0.0832239169536086	0.36015835049327
TCGA-AK-3458	01A	0.00101064213008445	0	0.122843823843143	0.0361304471733714	0	0.174010586314856
TCGA-AK-3460	01A	0.00464006331350701	0.0829434606302531	0.219605345248291	0.107343212538746	0.124811771956021	0.256058872327216
TCGA-AK-3461	01A	0.0778880553696965	0.165350870590527	0.298049306953561	0.183120285814439	0.0680939525024617	0.483474179959883
TCGA-AK-3465	01A	0.0392805829822197	0.0333997867619496	0	0	0	0.0317157762404048
TCGA-AS-3777	01A	0	0	0	0	0	0.0142767386037655
TCGA-AS-3778	01A	0.0566335873798152	0.130801203691863	0.0783831796175355	0.10711289366213	0.152964571549768	0.358367269747712
TCGA-B0-4688	01A	0.128410864229205	0.118149343889553	0.152350898005128	0.106358521723396	0.162634861219727	0.77905403509307
TCGA-B0-4690	01A	0.198340682072961	0.113403802557047	0.351792470102356	0.227076388343603	0.196902034205339	1.09944533469358
TCGA-B0-4691	01A	0.145128032347797	0.0457242634231505	0.276157272488527	0.0728119157525447	0	0.309273557160521
TCGA-B0-4693	01A	0.102255970256533	0.126169611647329	0.369379750863984	0.169992079066705	0.0910866806026831	0.507079822118593
TCGA-B0-4694	01A	0.11718394823573	0.125288201722045	0.484180767651631	0.161162390118832	0.268733263800177	0.735761397744914
TCGA-B0-4696	01A	0.135881118948822	0.1588207727764	0	0.00815768212916301	0.0189221968183173	0.559898714661902
TCGA-B0-4697	01A	0.452792237976792	0.419030711742381	0.32811206168594	0.19468311539056	0	0.484449857630855
TCGA-B0-4698	01A	0.126128313537457	0.104021950102343	0.755569080577669	0.210900336758272	0.0586116340170996	0.986283320819365
TCGA-B0-4699	01A	0.0313074144864249	0.108360536258185	0.472471337687329	0.190607233714113	0.101754440933949	0.639488815364678
TCGA-B0-4700	11	0.0146513960581751	0.0035226623151521	0	0	0	0.0381995520472587
TCGA-B0-4700	01A	0.258299278803131	0.153943152716691	0.717618506076471	0.140159175909787	0.0255998177662932	0.898690725659254
TCGA-B0-4701	01A	0.122315782237266	0.232026630552006	0.145760157946862	0.12494163272259	0.0482715209142634	0.535724971329347
TCGA-B0-4703	01A	0.0885227628808723	0.27490239772446	0.329322568780812	0.186539348838962	0.136132256237486	0.72694213644157
TCGA-B0-4706	01A	0.0187110779117688	0.029242288598068	0.293078321411619	0.0649764639398046	0	0.188144560464526
TCGA-B0-4707	01A	0.0112860904989651	0.139023906744957	0	0	0	0.118910060841394
TCGA-B0-4710	01A	0.0852259375280662	0.144266786019963	0.189480676641407	0.113039870845886	0	0.413414580405834
TCGA-B0-4712	11	0.158719137063859	0.126072058619075	0.0247084067350489	0.0082056694823717	0.0279768942857282	0.277400934870045
TCGA-B0-4712	01A	0.0980902009037528	0.104573440592387	0.222357784353851	0.104925697600454	0	0.538882161011867
TCGA-B0-4713	01A	0.0766673452456371	0.0266392923998357	0.122702678187876	0.0452893326679137	0	0.143318709722788
TCGA-B0-4714	01A	0.0866087900102127	0.0683934865994781	0.664181913298471	0.120983662102793	0.0317259067266412	0.621590182107587
TCGA-B0-4718	01A	0.0610928161769534	0.0970369970726239	0.119093546057784	0.0596003049123787	0	0.281593107770392
TCGA-B0-4810	01A	0.100558161575226	0.207991728489217	0.540312410582017	0.154634804570392	0.0898614764278096	0.606707187024279
TCGA-B0-4811	01A	0	0.0456219497482931	0	0.0164676447710268	0	0.0328594912767127
TCGA-B0-4813	01A	0.086987348031642	0.129620483049	0	0.0302491999099959	0	0.252402525982414
TCGA-B0-4814	01A	0.0671194731565187	0.100783192324702	0.0175054603983819	0.0639143385887127	0	0.263138212511965
TCGA-B0-4815	01A	0.381713321452613	0.223045816562103	0.541840468854949	0.219772373368945	0.0748468906247371	0.881577243186357
TCGA-B0-4816	01A	0.0774483949950637	0.187437009534004	0.238012164876727	0.232049432156366	0.326257513488722	0.605998492162775
TCGA-B0-4817	01A	0.0350428853250341	0.0378956036145667	0	0.308275303149631	0	0.0609093024962076
TCGA-B0-4818	01A	0.121141310348768	0.154746533758591	0.255935496433577	0.141281979062574	0.011131639120645	0.398559036457465
TCGA-B0-4819	01A	0.115016686462898	0.319807962987557	0.690505681282271	0.19603909662374	0.0727829056727396	0.613848668328492
TCGA-B0-4821	01A	0	0.0481147791884202	0.198266586090955	0.0378687001702306	0	0.178524451127293
TCGA-B0-4822	01A	0.0166912802885305	0.220659624634341	0.0795548532565879	0.0688812958433363	0.0638677473569099	0.284780967455754
TCGA-B0-4823	01A	0.0704458317204035	0.119404170076114	0.267125261580477	0.132890165366032	0.151338927438751	0.435446530812335
TCGA-B0-4824	01A	0.167539200084949	0.166787733777951	0.484436784773962	0.130158360523862	0.0926572314180312	0.695864116831145
TCGA-B0-4827	01A	0.181059471391765	0.154184462634224	0.201383310509244	0.168739807065837	0.112752445657617	0.502262732897431
TCGA-B0-4828	01A	0.037315629950822	0.0980671887393157	0.0510492323964283	0.0510590824810427	0	0.16930916895293
TCGA-B0-4833	01A	0.026876388399427	0.124800191948881	0.324997065346952	0.107979285117807	0	0.353138527390379
TCGA-B0-4834	01A	0	0.0128304142014731	0	0	0	0.0189673419068489
TCGA-B0-4836	01A	0.233916771702567	0.162526006844782	0.299555743029731	0.112229247317545	0.0339157291867427	0.53432623145378
TCGA-B0-4837	01A	0.109193427399704	0.152627590416841	0	0	0	0.404396085705913
TCGA-B0-4838	01A	0.144220204226008	0.104052085234205	0.838415786207033	0.214638644221045	0.0666932615293128	0.737359863835763
TCGA-B0-4839	01A	0	0.06236755272656	0.165710928522571	0.0480394541206171	0.037265842276949	0.294139999317365
TCGA-B0-4841	01A	0	0.0201994125688262	0.0970827182073791	0.00511237772821996	0	0.0684788437176167
TCGA-B0-4842	01A	0.152654587773818	0.219440825294501	0.0776209606444732	0.109924437768482	0	0.46300039358831
TCGA-B0-4843	01A	0.0607631459706296	0.15156987882834	0	0.0640853248291201	0	0.237459689779525
TCGA-B0-4844	01A	0.130149261744773	0.122848193053384	0.00868639945216181	0.0536254166093033	0	0.253631370059568
TCGA-B0-4845	01A	0.00418923581618357	0.189520155431608	0.0244803183367392	0.0695186122363468	0	0.272746933514973
